word,sent
defect,-3
defectos,-3
defender,2
defenders,2
defenseless,-2
defer,-1
deferring,-1
desafiante,-1
deficit,-2
degradar,-2
degraded,-2
degrades,-2
dehumanize,-2
dehumanized,-2
dehumanizes,-2
dehumanizing,-2
deject,-2
dejected,-2
dejecting,-2
dejects,-2
demora,-1
delayed,-1
delight,3
contento,3
deleitando,3
delights,3
demanda,-1
demanded,-1
demandante,-1
demands,-1
demostración,-1
demoralized,-2
denied,-2
denier,-2
deniers,-2
negaciones,-2
denunciar,-2
denuncia,-2
denegar,-2
negar,-2
depressed,-2
deprimente,-2
hacer descarrilar,-2
derailed,-2
descarrilar,-2
ridiculizar,-2
derided,-2
burlarse,-2
deriding,-2
burla,-2
desirable,2
desire,1
desired,2
desirous,2
desesperación,-3
despairing,-3
despairs,-3
desperate,-3
desesperadamente,-3
despondent,-3
destruir,-3
destroyed,-3
destroying,-3
destroys,-3
destrucción,-3
destructive,-3
detached,-1
detener,-2
detained,-2
detención,-2
determined,2
devastar,-2
devastated,-2
devastating,-2
devoted,3
diamante,1
polla,-4
gilipollas,-4
morir,-3
died,-3
difícil,-1
diffident,-2
dilema,-1
dipshit,-3
terrible,-3
horrible,-3
suciedad,-2
dirtier,-2
más sucio,-2
dirty,-2
incapacitante,-1
desventaja,-2
disadvantaged,-2
disappear,-1
disappeared,-1
desaparece,-1
decepcionar,-2
disappointed,-2
decepcionante,-2
decepción,-2
decepciones,-2
disappoints,-2
desastre,-2
desastres,-2
disastrous,-3
no creer,-2
desechar,-1
discarded,-1
desechando,-1
discards,-1
disconsolate,-2
desconsolación,-2
discontented,-2
discordia,-2
con descuento,-1
discouraged,-2
discredited,-2
desdén,-2
desgracia,-2
frenado,-2
ocultar,-1
disguised,-1
disfraz,-1
disguising,-1
asco,-3
disgusted,-3
desagradable,-3
disheartened,-2
dishonest,-2
disillusioned,-2
desagradable,-2
disjointed,-2
disgusto,-2
triste,-2
dismayed,-2
trastorno,-2
disorganized,-2
disoriented,-2
menospreciar,-2
disparaged,-2
desprecio,-2
disparaging,-2
displeased,-2
disputar,-2
disputed,-2
disputas,-2
de disputa,-2
disqualified,-2
desasosiego,-2
indiferencia,-2
disregarded,-2
sin tener en cuenta,-2
desacuerdo,-2
falta de respeto,-2
no respetado,-2
ruptura,-2
interrupciones,-2
disruptivo,-2
dissatisfied,-2
distorsionar,-2
distorted,-2
distorsionista,-2
distorsiones,-2
distraer,-2
distracted,-2
distracción,-2
distrae,-2
angustia,-2
distressed,-2
angustia,-2
distressing,-2
desconfianza,-3
distrustful,-3
molestar,-2
disturbed,-2
disturbing,-2
disturbs,-2
aturdimiento,-2
dizzy,-1
regate,-2
dodgy,-2
No funciona,-3
dolorous,-2
no me gusta,-2
condenar,-2
doomed,-2
duda,-1
doubted,-1
doubtful,-1
doubting,-1
dudas,-1
ducha,-3
gilipollas,-3
downcast,-2
downhearted,-2
Abajo,-2
arrastrar,-1
dragged,-1
arrastramiento,-1
drained,-2
miedo,-2
dreaded,-2
terrible,-3
temor,-2
sueño,1
Sueños,1
triste,-2
droopy,-2
gota,-1
ahogar,-2
ahogue,-2
drowns,-2
drunk,-2
dubious,-2
dud,-2
dull,-2
dumb,-3
dumbass,-3
vertedero,-1
dumped,-2
dumps,-1
engañar,-2
duped,-2
disfunción,-2
eager,2
earnest,2
facilidad,2
fácil,1
ecstatic,4
eerie,-2
eery,-2
eficaz,2
efectivamente,2
elated,3
elación,3
elegante,2
esmeradamente,2
avergonzar,-2
embarrassed,-2
avergonzarse,-2
embarrassing,-2
vergüenza,-2
embittered,-2
abarcar,1
emergencia,-2
empathetic,2
vacío,-1
empty,-1
enchanted,2
alentar,2
encouraged,2
ánimo,2
fomentar,2
endosar,2
endorsed,2
aprobación,2
endorses,2
enemies,-2
enemy,-2
energetic,2
comprometer,1
engages,1
engrossed,1
disfrutar,2
disfrutando,2
disfrutar,2
iluminar,2
enlightened,2
enlightening,2
iluminar,2
tedio,-2
enfurecer,-2
enraged,-2
enriquecimiento,-2
enfurecible,-2
enrapture,3
esclavizar,-2
enslaved,-2
enslaves,-2
asegurar,1
asegurando,1
enterprising,1
entertaining,2
enthral,3
enthusiastic,3
con derecho,1
entrusted,2
envidias,-1
envious,-2
envidiar,-1
envying,-1
erroneous,-2
error,-2
errores,-2
escape,-1
escape,-1
escapar,-1
esteemed,2
ethical,2
euforia,3
euphoric,4
desalojo,-1
demonio,-3
exagerar,-2
exaggerated,-2
exagerar,-2
exaggerating,-2
exasperated,2
excellence,3
excelente,3
excite,3
entusiasmado,3
excitación,3
emocionante,3
excluir,-1
excluded,-2
exclusión,-1
exclusive,2
disculpar,-1
eximir,-1
exhausted,-2
exhilarated,3
regañador,3
estimulante,3
exonerar,2
exonerated,2
exonerarse,2
exonerating,2
expandir,1
expands,1
expulsar,-2
expelled,-2
expulsión,-2
expels,-2
explotar,-2
exploited,-2
explotación,-2
exploits,-2
exploración,1
exploraciones,1
exponer,-1
exposed,-1
exponido,-1
exposing,-1
extend,1
extends,1
exuberante,4
exultant,3
exultantly,3
fabulous,4
fad,-2
fag,-3
faggot,-3
faggots,-3
fail,-2
failed,-2
defecto,-2
fallas,-2
failure,-2
failures,-2
Débil de corazón,-2
fair,2
faith,1
fiel,3
fake,-3
fakes,-3
faking,-3
fallen,-2
descendente,-1
falsified,-3
falsificar,-3
fama,1
fan,3
fantastic,4
farce,-1
fascinate,3
fascinated,3
fascinates,3
fascinating,3
fascista,-2
fascists,-2
fatalities,-3
fatality,-3
fatigue,-2
fatigued,-2
fatigues,-2
fatiguing,-2
favor,2
favored,2
favorite,2
favorited,2
favorites,2
favors,2
fear,-2
fearful,-2
fearing,-2
fearless,2
fearsome,-2
fed up,-3
feeble,-2
feeling,1
felonies,-3
felony,-3
fervent,2
fervid,2
festive,2
fiasco,-3
fidgety,-2
fight,-1
fine,2
fire,-2
fired,-2
firing,-2
fit,1
fitness,1
flagship,2
flees,-1
flop,-2
flops,-2
flu,-2
flustered,-2
focused,2
fond,2
fondness,2
fool,-2
foolish,-2
fools,-2
forced,-1
foreclosure,-2
foreclosures,-2
forget,-1
forgetful,-2
forgive,1
forgiving,1
forgotten,-1
fortunate,2
frantic,-1
fraud,-4
frauds,-4
fraudster,-4
fraudsters,-4
fraudulence,-4
fraudulent,-4
free,1
freedom,2
frenzy,-3
fresh,1
friendly,2
fright,-2
frightened,-2
frightening,-3
frikin,-2
frisky,2
frowning,-1
frustrate,-2
frustrated,-2
frustrates,-2
frustrating,-2
frustration,-2
ftw,3
fuck,-4
fucked,-4
fucker,-4
fuckers,-4
fuckface,-4
fuckhead,-4
fucking,-4
fucktard,-4
fud,-3
fuked,-4
fuking,-4
fulfill,2
fulfilled,2
fulfills,2
fuming,-2
fun,4
funeral,-1
funerals,-1
funky,2
funnier,4
funny,4
furious,-3
futile,2
gag,-2
gagged,-2
gain,2
gained,2
gaining,2
gains,2
gallant,3
gallantly,3
gallantry,3
generous,2
genial,3
ghost,-1
giddy,-2
gift,2
glad,3
glamorous,3
glamourous,3
glee,3
gleeful,3
gloom,-1
gloomy,-2
glorious,2
glory,2
glum,-2
god,1
goddamn,-3
godsend,4
good,3
goodness,3
grace,1
gracious,3
grand,3
grant,1
granted,1
granting,1
grants,1
grateful,3
gratification,2
grave,-2
gray,-1
great,3
greater,3
greatest,3
greed,-3
greedy,-2
green wash,-3
lavado verde,-3
greenwash,-3
lavavajillas,-3
lavavajillas,-3
greenwashing,-3
greet,1
greeted,1
greeting,1
saludos,2
greets,1
gris,-1
dolor,-2
grieved,-2
gross,-2
growing,1
crecimiento,2
guarantee,1
culpa,-3
guilty,-3
candidez,-2
gullible,-2
pistola,-1
Ja,2
hacked,-1
ja ja,3
hahaha,3
hahahah,3
granizo,2
hailed,2
hapless,-2
desventura,-2
felicidad,3
feliz,3
hard,-1
más fuerte,2
privación,-2
resistente,2
harm,-2
harmed,-2
harmful,-2
harming,-2
daños,-2
harried,-2
harsh,-2
más duro,-2
harshest,-2
odiar,-3
hated,-3
haters,-3
odios,-3
hating,-3
guarida,-1
haunted,-2
obsesionante,1
guaridas,-1
estragos,-2
saludable,2
heartbreaking,-3
desconsolado,-3
heartfelt,3
cielo,2
celestial,4
corazón pesado,-2
infierno,-4
ayuda,2
útil,2
Ayudar,2
helpless,-2
ayuda,2
hero,2
héroes,2
heroic,3
vacilante,-2
hesitate,-2
hid,-1
esconder,-1
se esconde,-1
ocultación,-1
destacar,2
hilarious,2
obstáculo,-2
broma,-2
homesick,-2
honest,2
honor,2
honored,2
honor,2
honor,2
honoured,2
honor,2
hooligan,-2
gamberrismo,-2
hooligans,-2
esperanza,2
hopeful,2
con un poco de suerte,2
desesperanzado,-2
desesperación,-2
esperanzas,2
esperando,2
horrendous,-3
horrible,-3
horrific,-3
horrified,-3
hostil,-2
mercachifle,-2
abrazo,2
enorme,1
abrazos,2
enfermo,3
humiliated,-3
humillación,-3
humor,2
humorous,2
humor,2
amortiguación,2
hambre,-2
Hurra,5
herir,-2
hurting,-2
duele,-2
hypocritical,-2
histeria,-3
hysterical,-3
histerismo,-3
idiot,-3
idiota,-3
ignorancia,-2
ignorante,-2
ignorar,-1
ignored,-2
ignora,-1
ill,-2
ilegal,-3
analfabetismo,-2
enfermedad,-2
enfermedades,-2
imbécil,-3
immobilized,-1
inmortal,2
inmune,1
impaciente,-2
imperfect,-2
importancia,2
importante,2
imponer,-1
imposed,-1
imponer,-1
imponente,-1
impotente,-2
impresionar,3
impressed,3
impresión,3
impresionante,3
imprisoned,-2
mejorar,2
mejorado,2
mejora,2
mejora,2
mejorando,2
inability,-2
en acción,-2
inadequate,-2
incapaz,-2
incapacitated,-2
incensed,-2
incompetencia,-2
incompetente,-2
inconsiderate,-2
inconveniencia,-2
inconveniente,-2
aumentar,1
aumentó,1
indecisive,-2
indestructible,2
indiferencia,-2
indiferente,-2
indignant,-2
indignación,-2
adoctrinar,-2
indoctrinated,-2
indicador,-2
de adoctrinamiento,-2
ineficaz,-2
ineficazmente,-2
chiflado por,2
Obsesión,2
infected,-2
inferior,-2
inflamed,-2
influyente,2
infracción,-2
enfurecer,-2
infuriated,-2
enfurece,-2
exasperante,-2
inhibir,-1
injured,-2
lesión,-2
injusticia,-2
innovar,1
innovación,1
innovación,1
innovative,2
inquisición,-2
inquisitive,2
insane,-2
locura,-2
insecure,-2
insensible,-2
insensibilidad,-2
insignificante,-2
insipid,-2
inspiración,2
inspirational,2
inspirar,2
inspired,2
inspires,2
inspiring,3
insulto,-2
insulted,-2
insultante,-2
insultos,-2
intact,2
integridad,2
inteligente,2
intense,1
interest,1
interested,2
interesante,2
intereses,1
interrogated,-2
interrumpir,-2
interrupted,-2
interrupción,-2
interruption,-2
interrupciones,-2
intimidar,-2
intimidated,-2
intimidates,-2
intimidante,-2
intimidation,-2
intricate,2
intrigas,1
invencible,2
invitar,1
inviting,1
invulnerable,2
irate,-3
ironic,-1
irony,-1
irrational,-1
irresistible,2
irresolute,-2
irresponsable,2
irreversible,-1
irritate,-3
irritated,-3
irritante,-3
isolated,-1
que produce picor,-2
jackass,-4
imbéciles,-4
jailed,-2
alegre,2
jealous,-2
peligro,-2
jerk,-3
Jesús,1
joya,1
joyas,1
jocular,2
unirse,1
broma,2
bromas,2
alegre,2
jovial,2
joy,3
alegre,3
alegremente,3
triste,-2
joyous,3
jubilant,3
jumpy,-1
justicia,2
justificadamente,2
justified,2
afecto,1
kill,-3
killed,-3
asesinato,-3
matar,-3
kind,2
amable,2
kiss,2
prestigio,3
lack,-2
lackadaisical,-2
lag,-1
lagged,-2
rezagado,-2
retraso,-2
lame,-2
punto de referencia,2
reír,1
laughed,1
reír,1
laughs,1
reír,1
launched,1
ley,3
demanda judicial,-2
lawsuits,-2
lazy,-1
filtración,-1
filtrado,-1
leave,-1
legal,1
legally,1
indulgente,1
lethargic,-2
letargo,-2
liar,-3
liars,-3
libelous,-2
mintió,-2
salvador de la vida,4
lighthearted,1
like,2
liked,2
likes,2
limitation,-1
limited,-1
limits,-1
litigation,-1
litigious,-2
lively,2
livid,-2
lmao,4
lmfao,4
detestar,-3
loathed,-3
loathes,-3
loathing,-3
lobby,-2
cabildeo,-2
jajaja,3
lonely,-2
lonesome,-2
longing,-1
loom,-1
loomed,-1
looming,-1
looms,-1
loose,-3
looses,-3
loser,-3
perdiendo,-3
loss,-3
lost,-3
lovable,3
love,3
loved,3
lovelies,3
lovely,3
loving,2
lowest,-1
loyal,3
loyalty,3
luck,3
luckily,3
lucky,3
lugubrious,-2
lunatic,-3
lunatics,-3
lurk,-1
lurking,-1
lurks,-1
mad,-3
maddening,-3
made-up,-1
madly,-3
madness,-3
mandatory,-1
manipulated,-1
manipulating,-1
manipulation,-1
marvel,3
marvelous,3
marvels,3
masterpiece,4
masterpieces,4
matter,1
matters,1
mature,2
meaningful,2
meaningless,-2
medal,3
mediocrity,-3
meditative,1
melancholy,-2
menace,-2
menaced,-2
mercy,2
merry,3
mess,-2
messed,-2
messing up,-2
methodical,2
mindless,-2
miracle,4
mirth,3
mirthful,3
mirthfully,3
misbehave,-2
misbehaved,-2
misbehaves,-2
misbehaving,-2
mischief,-1
mischiefs,-1
miserable,-3
misery,-2
misgiving,-2
misinformation,-2
misinformed,-2
misinterpreted,-2
misleading,-3
misread,-1
misreporting,-2
misrepresentation,-2
miss,-2
missed,-2
missing,-2
mistake,-2
mistaken,-2
mistakes,-2
mistaking,-2
misunderstand,-2
misunderstanding,-2
misunderstands,-2
misunderstood,-2
moan,-2
moaned,-2
moaning,-2
moans,-2
mock,-2
mocked,-2
mocking,-2
mocks,-2
mongering,-2
monopolize,-2
monopolized,-2
monopolizes,-2
monopolizing,-2
moody,-1
mope,-1
moping,-1
moron,-3
motherfucker,-5
motherfucking,-5
motivate,1
motivated,2
motivating,2
motivation,1
mourn,-2
mourned,-2
mournful,-2
mourning,-2
mourns,-2
mumpish,-2
murder,-2
murderer,-2
murdering,-3
murderous,-3
murders,-2
myth,-1
n00b,-2
naive,-2
nasty,-3
natural,1
naïve,-2
needy,-2
negative,-2
negativity,-2
neglect,-2
neglected,-2
neglecting,-2
neglects,-2
nerves,-1
nervous,-2
nervously,-2
nice,3
nifty,2
niggas,-5
nigger,-5
no,-1
no fun,-3
noble,2
noisy,-1
nonsense,-2
noob,-2
nosey,-2
no es bueno,-2
not working,-3
notorious,-2
novel,2
adormecer,-1
nuts,-3
obliterate,-2
obliterated,-2
desagradable,-3
obscene,-2
obsessed,2
obsolete,-2
obstacle,-2
obstáculos,-2
obstinate,-2
odd,-2
offend,-2
offended,-2
offender,-2
infractor,-2
offends,-2
offline,-1
oks,2
ominous,3
once-in-a-lifetime,3
opportunities,2
opportunity,2
oppressed,-2
oppressive,-2
optimismo,2
optimista,2
sin opción,-2
grito,-2
outmaneuvered,-2
outrage,-3
outraged,-3
superar a,2
pendiente,5
lleno de alegría,4
sobrecarga,-1
overlooked,-1
overreact,-2
reaccionado exagerado,-2
overreaction,-2
reaccionan exagerados,-2
exceso de venta,-2
overselling,-2
oversells,-2
simplificación excesiva,-2
superplificado,-2
simplifica demasiado,-2
oversimplify,-2
overstatement,-2
overstatements,-2
exceso de peso,-1
oxymoron,-1
dolor,-2
pained,-2
panic,-3
panicked,-3
pánico,-3
paraíso,3
paradoja,-1
indulto,2
pardoned,2
pardoning,2
pardons,2
parlamentar,-1
passionate,2
passive,-1
pasivamente,-1
pathetic,-2
pagar,-1
paz,2
peaceful,2
pacíficamente,2
multa,-2
pensive,-1
perfect,3
perfected,2
perfectamente,3
perfects,2
peligro,-2
perjurio,-3
perpetrator,-2
perpetrators,-2
perplexed,-2
perseguir,-2
persecuted,-2
persecutes,-2
persecuting,-2
perturbed,-2
pesky,-2
pesimismo,-2
pesimista,-2
petrified,-2
phobic,-2
picturesque,2
amontonar,-1
piqué,-2
piqued,-2
orinar,-4
pissed,-4
orina,-3
piteous,-2
pitied,-1
lástima,-2
playful,2
agradable,3
por favor,1
pleased,3
placer,3
poised,-2
veneno,-2
poisoned,-2
venenos,-2
contaminar,-2
polluted,-2
contaminante,-2
polluters,-2
pollutes,-2
pobre,-2
más pobre,-2
más pobre,-2
popular,3
positive,2
afirmativamente,2
possessive,-2
posponer,-1
postponed,-1
pospones,-1
posponería,-1
pobreza,-1
powerful,2
impotente,-2
elogio,3
praised,3
alabanza,3
elogio,3
orar,1
Orando,1
reza,1
pRBLM,-2
PRBLMS,-2
prepared,1
presión,-1
pressured,-2
pretender,-1
pretending,-1
fingir,-1
pretty,1
prevenir,-1
prevented,-1
prevenir,-1
evitan,-1
pinchazo,-5
prisión,-2
prisoner,-2
prisoners,-2
privileged,2
proactive,2
problema,-2
problemas,-2
acaparador,-2
progress,2
prominente,2
promesa,1
promised,1
promesas,1
promover,1
promoted,1
promociona,1
promoting,1
propaganda,-2
enjuiciar,-1
prosecuted,-2
prosecutes,-1
enjuiciamiento,-1
prospecto,1
prospectos,1
prosperous,3
protect,1
protected,1
protege,1
protesta,-2
manifestantes,-2
protestante,-2
protestas,-2
proud,2
con orgullo,2
provocar,-1
provoked,-1
provoca,-1
provoking,-1
pseudoscience,-3
castigar,-2
punished,-2
castigar,-2
punitive,-2
pushy,-1
puzzled,-2
temblante,-2
questionable,-2
questioned,-1
interrogatorio,-1
racismo,-3
racista,-3
racistas,-3
furia,-2
rageful,-2
rainy,-1
despotricar,-3
ranter,-3
ranters,-3
diatriba,-3
violación,-4
rapist,-4
rapto,2
raptured,2
éxtasis,2
rapturous,4
erupción,-2
ratified,2
alcanzar,1
alcanzó,1
alcance,1
alcance,1
tranquilizar,1
tranquilo,1
reassures,1
reassuring,2
rebelión,-2
recesión,-2
imprudente,-2
recomendar,2
recommended,2
recommends,2
redeemed,2
rechazar,-2
refused,-2
refusing,-2
regret,-2
regretful,-2
remordimientos,-2
regretted,-2
lamentando,-2
rechazar,-1
rejected,-1
rejecting,-1
rejects,-1
alegrarse,4
rejoiced,4
regocijo,4
alegría,4
relaxed,2
relentless,-1
reliant,2
aliviar,1
relieved,2
alivio,1
alivio,2
relishing,2
remarkable,2
remordimiento,-2
rechazar,-1
repulsed,-2
rescate,2
rescatada,2
rescues,2
resentful,-2
renunciar,-1
renunciar,-1
renuncia,-1
renuncia,-1
resolute,2
resolve,2
resolved,2
resolución,2
resolución,2
respected,2
responsible,2
sensible,2
restful,2
restless,-2
restaurar,1
restored,1
restores,1
restauración,1
restrict,-2
restricted,-2
restricting,-2
restricción,-2
restringe,-2
retained,-1
retardar,-2
retarded,-2
retiro,-1
venganza,-2
revengeful,-2
revered,2
reanimar,2
revives,2
reward,2
rewarded,2
rewarding,2
rewards,2
rich,2
ridiculous,-3
rig,-1
rigged,-1
dirección correcta,3
rigorous,3
rigurosamente,3
riot,-2
riots,-2
risk,-2
risks,-2
robar,-2
ladrón,-2
robed,-2
túnica,-2
robs,-2
robust,2
rofl,4
roflcopter,4
roflmao,4
romance,2
rotfl,4
rotflmfao,4
rotflol,4
ruin,-2
ruined,-2
ruina,-2
ruins,-2
sabotage,-2
sad,-2
entristecer,-2
saddened,-2
desafortunadamente,-2
safe,1
safely,1
safety,1
salient,1
sappy,-1
sarcastic,-2
satisfied,2
save,2
saved,2
estafa,-2
estafa,-2
scandal,-3
scandalous,-3
scandals,-3
chivo expiatorio,-2
scapegoats,-2
scare,-2
scared,-2
scary,-2
sceptical,-2
regañar,-2
scoop,3
scorn,-2
scornful,-2
scream,-2
grito,-2
gritando,-2
screams,-2
screwed,-2
screwed up,-3
scumbag,-4
secure,2
secured,2
secures,2
sedition,-2
seditious,-2
seduced,-1
self-confident,2
self-deluded,-2
selfish,-3
selfishness,-3
sentence,-2
sentenced,-2
sentences,-2
sentencia,-2
serene,2
severe,-2
sexy,3
shaky,-2
shame,-2
shamed,-2
shameful,-2
share,1
shared,1
